🕘️更新时间,#genre#
北京卫视,http://139.196.214.238/rtp/239.45.3.229:5140
北京卫视,http://139.129.231.228/rtp/239.21.1.88:5002
江苏卫视,http://139.196.214.238/rtp/239.45.3.177:5140
江苏卫视,http://800686.xyz:35455/bptv/10000100000000050000000003873461.m3u8
江苏卫视,http://139.129.231.228/rtp/239.21.1.89:5002
安徽卫视,http://139.196.214.238/rtp/239.45.1.120:5140
安徽卫视,http://139.129.231.228/rtp/239.21.1.159:5002
重庆卫视,http://139.196.214.238/rtp/239.45.1.84:5140
重庆卫视,http://800686.xyz:35455/bptv/10000100000000050000000004796458.m3u8
重庆卫视,http://139.129.231.228/rtp/239.21.1.233:5002
四川卫视,http://139.196.214.238/rtp/239.45.1.83:5140
四川卫视,http://800686.xyz:35455/bptv/10000100000000050000000003887274.m3u8
四川卫视,http://139.129.231.228/rtp/239.21.2.15:5002
东南卫视,http://139.196.214.238/rtp/239.45.1.121:5140
东南卫视,http://139.129.231.228/rtp/239.21.1.113:5002
深圳卫视,http://139.196.214.238/rtp/239.45.3.231:5140
深圳卫视,http://800686.xyz:35455/bptv/10000100000000050000000003873474.m3u8
深圳卫视,http://139.129.231.228/rtp/239.21.1.93:5002
广东卫视,http://139.196.214.238/rtp/239.45.3.230:5140
广东卫视,http://139.129.231.228/rtp/239.21.1.92:5002
广西卫视,http://139.196.214.238/rtp/239.45.0.5:5140
广西卫视,http://139.129.231.228/rtp/239.21.1.39:5002
厦门卫视,http://3501776.xyz:35455/itv/1000000005000266006.m3u8?cdn=ystenlive
厦门卫视,http://800686.xyz:35455/bptv/10000100000000050000000003887454.m3u8
厦门卫视,http://139.129.231.228:50060/rtp/239.21.2.6:5002
厦门卫视,http://36.105.100.208:35455/itv/1000000005000266006.m3u8?cdn=ystenlive
厦门卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226982/85722609.smil
甘肃卫视,http://139.196.214.238/rtp/239.45.1.234:5140
甘肃卫视,http://139.129.231.228/rtp/239.21.2.22:5002
贵州卫视,http://139.196.214.238/rtp/239.45.1.80:5140
贵州卫视,http://139.129.231.228/rtp/239.21.1.166:5002
河北卫视,http://139.196.214.238/rtp/239.45.1.44:5140
河北卫视,http://139.129.231.228/rtp/239.21.1.168:5002
河南卫视,http://139.196.214.238/rtp/239.45.0.3:5140
河南卫视,http://800686.xyz:35455/bptv/10000100000000050000000003887270.m3u8
河南卫视,http://139.129.231.228/rtp/239.21.2.37:5002
黑龙江卫视,http://139.196.214.238/rtp/239.45.3.232:5140
黑龙江卫视,http://139.129.231.228/rtp/239.21.1.91:5002
湖北卫视,http://139.196.214.238/rtp/239.45.3.239:5140
湖北卫视,http://139.129.231.228/rtp/239.21.1.163:5002
江西卫视,http://139.196.214.238/rtp/239.45.1.122:5140
江西卫视,http://139.129.231.228/rtp/239.21.1.167:5002
吉林卫视,http://139.196.214.238/rtp/239.45.0.6:5140
吉林卫视,http://139.129.231.228/rtp/239.21.2.49:5002
内蒙古卫视,http://139.196.214.238/rtp/239.45.1.238:5140
内蒙古卫视,http://139.129.231.228/rtp/239.21.1.41:5002
辽宁卫视,http://139.196.214.238/rtp/239.45.1.123:5140
辽宁卫视,http://800686.xyz:35455/bptv/10000100000000050000000003873468.m3u8
辽宁卫视,http://139.129.231.228/rtp/239.21.1.164:5002
宁夏卫视,http://139.196.214.238/rtp/239.45.1.213:5140
宁夏卫视,http://800686.xyz:35455/bptv/10000100000000050000000003887433.m3u8
宁夏卫视,http://139.129.231.228/rtp/239.21.1.44:5002
青海卫视,http://139.196.214.238/rtp/239.45.1.230:5140
青海卫视,http://800686.xyz:35455/bptv/10000100000000050000000003887430.m3u8
青海卫视,http://139.129.231.228/rtp/239.21.1.43:5002
山东卫视,http://139.196.214.238/rtp/239.45.3.238:5140
山东卫视,http://800686.xyz:35455/bptv/10000100000000050000000003873467.m3u8
山东卫视,http://139.129.231.228/rtp/239.21.1.87:5002
天津卫视,http://139.196.214.238/rtp/239.45.1.124:5140
天津卫视,http://139.129.231.228/rtp/239.21.1.165:5002
海南卫视,http://139.196.214.238/rtp/239.45.1.81:5140
海南卫视,http://139.129.231.228/rtp/239.21.2.14:5002
新疆卫视,http://139.196.214.238/rtp/239.45.1.116:5140
新疆卫视,http://139.129.231.228/rtp/239.21.1.45:5002
云南卫视,http://139.196.214.238/rtp/239.45.0.4:5140
云南卫视,http://139.129.231.228/rtp/239.21.1.40:5002
西藏卫视,http://139.196.214.238/rtp/239.45.1.231:5140
西藏卫视,http://139.129.231.228/rtp/239.21.1.46:5002
兵团卫视,http://139.196.214.238/rtp/239.45.1.117:5140
兵团卫视,http://139.129.231.228/rtp/239.21.1.234:5002
安多卫视,http://3501776.xyz:35455/itv/1000000005000266001.m3u8?cdn=ystenlive
安多卫视,http://36.105.100.208:35455/itv/1000000005000266001.m3u8?cdn=ystenlive
安多卫视,rtsp://180.95.143.19/PLTV/88888910/224/3221225872/376957310.smil
安多卫视,rtsp://116.176.26.18/PLTV/88888910/224/3221225872/376957310.smil
康巴卫视,http://139.196.214.238/rtp/239.45.1.251:5140
康巴卫视,http://36.105.100.208:35455/itv/1000000005000266002.m3u8?cdn=ystenlive
农林卫视,http://139.129.231.228/rtp/239.21.1.235:5002
三沙卫视,http://139.196.214.238/rtp/239.45.1.82:5140
三沙卫视,http://800686.xyz:35455/bptv/10000100000000050000000003887452.m3u8
三沙卫视,http://139.129.231.228:50060/rtp/239.21.2.9:5002
三沙卫视,http://36.105.100.208:35455/itv/5000000011000288016.m3u8?cdn=bestzb
延边卫视,http://satellitepull.cnr.cn/live/wxybws/playlist.m3u8
延边卫视,http://36.105.100.208:35455/itv/1000000005000266008.m3u8?cdn=ystenlive

影视频道,#genre#
CHC家庭影院,https://gdcucc.v1.mk/gdcucc/chcjtyy.m3u8
CHC家庭影院,http://api3.52tb.xyz/info?id=220&token=20221127jxwhhemby
CHC家庭影院,http://api2.52tb.xyz/info?id=220&token=20230218jsyklh
CHC动作电影,https://gdcucc.v1.mk/gdcucc/chcdzdy.m3u8
贺岁电影,http://www.douzhicloud.site:35455/huya/11601986
功夫电影,http://www.douzhicloud.site:35455/huya/11352941
黑莓电影,http://36.105.100.208:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
斗鱼电影,http://i.880824.xyz:35455/douyu/6079455
动作影院,http://139.129.231.228/rtp/239.21.1.123:5002
喜剧影院,http://139.129.231.228/rtp/239.21.1.122:5002
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd#http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8#http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
安徽影视,http://api2.52tb.xyz/info?id=584&token=20230218jsyklh
影视娱乐,http://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
武城影视,http://139.129.231.228/rtp/239.21.1.240:5002
济南影视,http://139.129.231.228/rtp/239.21.1.65:5002
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
东方影视,http://139.196.214.238/rtp/239.45.3.237:5140
北京影视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?time=1744448410&sign=31ed82a826b2d846afc13c38df41d714
南宁影视,http://api2.52tb.xyz/info?id=723&token=20230331czbpek

堆堆轮播,#genre#

iHOT频道,#genre#

NewTV频道,#genre#
黑莓电影,http://36.105.100.208:35455/itv/1000000004000019624.m3u8?cdn=ystenlive

港·澳·台,#genre#
凤凰卫视,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
凤凰卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a2092354
凤凰香港,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;wsMonitor=0
东森超视,rtmp://f13h.mine.nu/sat/tv331
东森超视,rtmp://116.93.98.236/sat/tv331.flv
东森超视,rtmp://60.248.77.83/sat/tv331
东森超视,rtmp://9hv9.mine.nu/sat/tv331.flv
东森超视,rtmp://220.130.201.73/sat/tv331
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV#rtmp://58.200.131.2:1935/livetv/startv#rtmp://ivi.bupt.edu.cn:1935/livetv/startv
纬来体育,http://3501776.xyz:35455/itv/5000000010000017540.m3u8?cdn=bestzb
纬来体育,http://api3.52tb.xyz/info?id=376&token=20221127jxwhhemby
纬来体育,rtmp://116.93.98.236/sat/tv721.flv
纬来体育,rtmp://60.248.77.83/sat/tv721
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv
纬来育乐,rtmp://220.130.201.73/sat/tv701
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq
